Time from Start to Finish (seconds),Q1,Q2,Q3,Q4,Q5,Q6,Q7_Part_1,Q7_Part_2,Q7_Part_3,Q7_Part_4,Q7_Part_5,Q7_Part_6,Q7_Part_7,Q7_Part_8,Q7_Part_9,Q7_Part_10,Q7_Part_11,Q7_Part_12,Q7_OTHER,Q8
2737,55-59,Man,Other,I prefer not to answer,Software Engineer,20+ years,Python,R,,C,C++,,,,,,,,Other,Python
135,18-21,Man,India,Bachelor’s degree,Student,1-2 years,Python,R,,,,,,,,,,,,Python
618,35-39,Man,Other,Master’s degree,Software Engineer,10-20 years,Python,,SQL,,,Java,Javascript,,,Bash,,,,Python
591,18-21,Man,Morocco,Bachelor’s degree,Machine Learning Engineer,1-2 years,Python,,SQL,,,Java,,,,,,,,Python
275,22-24,Man,Sri Lanka,Bachelor’s degree,Student,3-5 years,Python,,SQL,C,C++,Java,Javascript,,,,MATLAB,,,MATLAB
1277,35-39,Man,Other,Master’s degree,Other,1-2 years,Python,R,SQL,,,,,,,,,,,Python
500,22-24,Man,Other,Bachelor’s degree,Student,3-5 years,Python,,,,,,,,,,MATLAB,,,Python
515,22-24,Woman,India,Bachelor’s degree,Software Engineer,3-5 years,Python,,,,C++,Java,,,,,,,,Python
712,25-29,Man,Peru,Bachelor’s degree,Student,1-2 years,Python,,,,,,,,,,,,,Python
234,25-29,Man,Japan,Bachelor’s degree,Currently not employed,1-2 years,Python,,,,,,,,,,,,,Python
187,18-21,Woman,India,Master’s degree,Student,< 1 years,Python,,,,,,,,,,MATLAB,,,Python
389,30-34,Man,Other,Master’s degree,Data Scientist,5-10 years,Python,R,,,,,,,Swift,Bash,,,,Swift
887,30-34,Man,Romania,Master’s degree,Student,3-5 years,Python,,,,C++,,,,,,,,,Python
982,25-29,Man,United States of America,Bachelor’s degree,Student,1-2 years,Python,,SQL,,,,,,,,,,,Python
717,18-21,Man,India,Master’s degree,Student,1-2 years,Python,,SQL,C,C++,,,,,,MATLAB,,,C++
583,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Software Engineer,1-2 years,,,,,,,Javascript,,,,,,Other,Other
2605,22-24,Woman,Indonesia,,,,,,,,,,,,,,,,,
753,25-29,Man,Tunisia,Master’s degree,Student,< 1 years,Python,R,,C,C++,,,,,,MATLAB,,,Python
644,25-29,Man,United States of America,Bachelor’s degree,Machine Learning Engineer,3-5 years,Python,,,,,,,,,,,,,Python
1145,25-29,Man,Sri Lanka,Bachelor’s degree,Currently not employed,< 1 years,Python,R,SQL,,,,,,,,,,,Python
373,25-29,Prefer not to say,France,Master’s degree,Data Scientist,3-5 years,Python,R,SQL,,,,,,,,,,,Python
351,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Research Scientist,1-2 years,Python,R,,,,,,,,,,,,Python
389,60-69,Man,Germany,Doctoral degree,Research Scientist,20+ years,Python,,SQL,,,Java,Javascript,,,,,,,Python
9212,22-24,Man,Morocco,Master’s degree,Data Scientist,3-5 years,Python,R,SQL,,,Java,Javascript,,,,,,,Python
474,22-24,Man,Nepal,Master’s degree,Data Scientist,1-2 years,Python,,,,,,Javascript,,,,,,Other,Python
289,25-29,Man,United States of America,Master’s degree,Product/Project Manager,I have never written code,,,,,,,,,,,,,,
1324,50-54,Man,Morocco,Doctoral degree,Research Scientist,20+ years,Python,,SQL,C,C++,Java,,,,,MATLAB,,,Python
747,25-29,Man,India,Bachelor’s degree,Software Engineer,3-5 years,,,,,,Java,,,,,,,,Python
627,18-21,Man,Other,Bachelor’s degree,Data Scientist,I have never written code,,,,,,,,,,,,,,
350,22-24,Man,Viet Nam,Professional degree,Student,1-2 years,Python,,,,C++,,,,,,,,,Python
681,45-49,Woman,United States of America,Bachelor’s degree,Data Analyst,1-2 years,Python,R,,,,,,,,,,,,Python
595,18-21,Man,Nigeria,Some college/university study without earning a bachelor’s degree,Student,1-2 years,Python,,SQL,,,,,,,,,,,SQL
414,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Professional degree,Other,3-5 years,Python,,,,,,,,,,,,,Python
4239,18-21,Woman,India,Bachelor’s degree,Currently not employed,3-5 years,Python,,,C,,Java,Javascript,,,,,,,Python
569,30-34,Man,Russia,Master’s degree,Software Engineer,5-10 years,Python,,,,,,,,,,,,Other,Python
529,50-54,Woman,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Engineer,20+ years,,,SQL,,,,,,,,,,,R
1014,22-24,Woman,India,Bachelor’s degree,Data Analyst,1-2 years,Python,,SQL,C,,,Javascript,,,,,,,Python
481,35-39,Woman,India,Doctoral degree,Currently not employed,< 1 years,Python,,,,,,,,,,,,,Python
120,25-29,Man,Indonesia,I prefer not to answer,,,,,,,,,,,,,,,,
9222,35-39,Man,India,Doctoral degree,Data Scientist,5-10 years,Python,,SQL,C,C++,Java,Javascript,,,,,,Other,Python
20401,50-54,Man,Brazil,Bachelor’s degree,Software Engineer,20+ years,Python,,SQL,,,,Javascript,,,Bash,,,Other,Python
3070,30-34,Man,India,Bachelor’s degree,Currently not employed,1-2 years,Python,,SQL,,,,,,,,,,,Python
650,50-54,Woman,Other,Master’s degree,Student,< 1 years,Python,R,,,,,,,,,,,,R
149,22-24,Man,India,Bachelor’s degree,Student,< 1 years,Python,,,,,,,,,,,,,Python
433,25-29,Woman,"Iran, Islamic Republic of...",Master’s degree,Currently not employed,5-10 years,Python,,,,,,,,,,,,,Python
401,18-21,Man,Russia,Bachelor’s degree,Data Analyst,1-2 years,Python,,,,C++,,,,,,MATLAB,,,Python
74,25-29,Woman,"Iran, Islamic Republic of...",,,,,,,,,,,,,,,,,
571,25-29,Man,Turkey,Master’s degree,Data Analyst,< 1 years,Python,,SQL,,,,,,,,,,,Python
478,35-39,Woman,United States of America,Master’s degree,Business Analyst,10-20 years,Python,R,SQL,,,,,,,,,,,Python
1004,30-34,Man,Other,Master’s degree,Statistician,< 1 years,Python,R,SQL,,,,,,,,,,,R
565,30-34,Man,United States of America,Doctoral degree,Other,10-20 years,Python,R,SQL,,,,,,,Bash,MATLAB,,,Python
1487,22-24,Man,Pakistan,Bachelor’s degree,Data Scientist,1-2 years,Python,R,,,,,,,,,,,,Python
815,40-44,Man,Mexico,Master’s degree,Data Engineer,10-20 years,Python,,SQL,,,,,,,,,,,Python
147,22-24,Man,China,Master’s degree,,,,,,,,,,,,,,,,
697,30-34,Man,Morocco,Master’s degree,Student,3-5 years,Python,R,SQL,C,C++,Java,Javascript,,,,MATLAB,,,R
478,22-24,Woman,Turkey,Bachelor’s degree,Student,1-2 years,,R,,,,Java,,,,,,,,Python
718,30-34,Man,India,Professional degree,Business Analyst,3-5 years,Python,R,SQL,,,,,,,Bash,,,,Python
2487,22-24,Man,Other,Bachelor’s degree,Product/Project Manager,I have never written code,,,,,,,,,,,,,,
108,18-21,Man,India,I prefer not to answer,,,,,,,,,,,,,,,,
498,22-24,Man,Indonesia,Bachelor’s degree,Business Analyst,1-2 years,Python,,,C,,,,,,,MATLAB,,,Python
122,30-34,Woman,Romania,Doctoral degree,Research Scientist,5-10 years,Python,,,,,,,,,,,,,Python
47,30-34,Man,India,Master’s degree,,,,,,,,,,,,,,,,
510,30-34,Woman,Indonesia,Master’s degree,Research Scientist,< 1 years,Python,R,,,,,,,,,MATLAB,,,Python
665,18-21,Man,India,Bachelor’s degree,Student,3-5 years,Python,R,SQL,C,C++,,,,,,,,,Python
547,22-24,Man,Russia,Master’s degree,Machine Learning Engineer,5-10 years,Python,,SQL,,,,,,,,,,Other,Python
1507,30-34,Man,Other,Master’s degree,Research Scientist,1-2 years,Python,,,,,Java,,,,,,,Other,Python
538,22-24,Man,India,Bachelor’s degree,Data Scientist,< 1 years,Python,,,,,Java,,,,,,,,Python
498,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,10-20 years,Python,R,SQL,,,,,,,,,,,C
890,22-24,Woman,Turkey,Bachelor’s degree,Student,1-2 years,Python,,SQL,,C++,,,,,,MATLAB,,,Python
170158,50-54,Man,Germany,Professional degree,Other,20+ years,Python,R,SQL,C,C++,Java,Javascript,Julia,Swift,Bash,MATLAB,,Other,Julia
293,25-29,Man,Australia,Master’s degree,Other,1-2 years,Python,,,,,Java,,,,,,,,Python
18291,18-21,Woman,Bangladesh,Bachelor’s degree,Currently not employed,< 1 years,Python,,,,,,,,,,,,,C
310,22-24,Woman,United States of America,Bachelor’s degree,Currently not employed,< 1 years,Python,R,,C,,,,,,,,,,R
289,35-39,Man,Taiwan,I prefer not to answer,Currently not employed,< 1 years,Python,,,,,,,,,,,,,Python
5181,18-21,Man,Turkey,Bachelor’s degree,Student,1-2 years,Python,R,,,,,,,,,MATLAB,,,R
168205,25-29,Man,South Africa,Bachelor’s degree,Student,< 1 years,Python,,,,,,,,,,,,,Python
136,30-34,Man,United States of America,Master’s degree,Data Analyst,3-5 years,Python,,SQL,,,,,,,,,,,Python
1157,25-29,Man,Pakistan,Master’s degree,Currently not employed,3-5 years,Python,,SQL,,C++,Java,,,,Bash,MATLAB,,,Python
484,22-24,Man,India,Master’s degree,Other,I have never written code,,,,,,,,,,,,,,
1192,22-24,Man,Mexico,Some college/university study without earning a bachelor’s degree,Student,3-5 years,Python,,,C,C++,,,,,,,,,Python
537,18-21,Man,India,Bachelor’s degree,Student,1-2 years,Python,,,C,C++,,,,,,,,,Python
500,25-29,Man,Ukraine,Doctoral degree,Data Engineer,5-10 years,Python,,,,C++,,,,,,,,,C++
1220,25-29,Man,Russia,Master’s degree,Data Scientist,3-5 years,Python,,,,,,,,,,,,,Python
1420,40-44,Woman,South Korea,Master’s degree,Data Analyst,10-20 years,Python,,SQL,,,,,,,,,,,Python
5857,30-34,Prefer not to say,India,Master’s degree,Business Analyst,I have never written code,,,,,,,,,,,,,,
632,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Scientist,5-10 years,Python,R,SQL,C,C++,,,,,,,,,Python
470,22-24,Man,India,Bachelor’s degree,Software Engineer,1-2 years,Python,,,,,Java,,,,,MATLAB,,,Python
764,55-59,Man,United States of America,Master’s degree,Software Engineer,20+ years,Python,R,SQL,C,,,Javascript,,,Bash,,,,R
823,25-29,Woman,Pakistan,Master’s degree,Data Engineer,< 1 years,Python,R,SQL,,C++,,Javascript,,,,,,,Python
199,18-21,Woman,Poland,Bachelor’s degree,Student,1-2 years,Python,,,C,C++,,,,,,,,,
312,22-24,Woman,India,Master’s degree,Data Scientist,< 1 years,Python,,SQL,,,,,,,,,,,SQL
4019,45-49,Man,Brazil,Master’s degree,Data Scientist,20+ years,Python,R,SQL,,C++,Java,,,,,,,,Python
170246,55-59,Man,United States of America,Doctoral degree,Data Scientist,20+ years,Python,,,C,C++,Java,,,,,,,,Python
51,18-21,Man,Russia,,,,,,,,,,,,,,,,,
814,22-24,Man,India,Bachelor’s degree,Software Engineer,1-2 years,Python,,SQL,,,Java,,,,,,,,Python
135,25-29,Man,India,Master’s degree,Data Scientist,5-10 years,Python,,,,C++,,,,,Bash,,,,Python
1060,35-39,Man,Taiwan,Master’s degree,Machine Learning Engineer,1-2 years,Python,,SQL,,,,,,,,,,,Python
339,18-21,Man,India,Bachelor’s degree,Currently not employed,< 1 years,Python,,,,,,,,,,,,,Python
215,30-34,Man,Morocco,Professional degree,Currently not employed,3-5 years,Python,,SQL,,,Java,Javascript,,,,,,,Python
641,25-29,Man,Nepal,Bachelor’s degree,Data Engineer,1-2 years,Python,,SQL,,,Java,Javascript,,,,,,,SQL
467,30-34,Man,Viet Nam,Bachelor’s degree,Product/Project Manager,3-5 years,,,,,,,Javascript,,,,,,Other,Python
979,35-39,Woman,India,Master’s degree,Data Analyst,5-10 years,Python,R,SQL,,C++,Java,Javascript,,,,,,,Python
720,45-49,Man,Ireland,Master’s degree,Software Engineer,20+ years,Python,,SQL,,,,Javascript,,,,,,Other,Python
381,40-44,Man,Brazil,Master’s degree,Data Scientist,< 1 years,Python,,,,,,,,,,,,,Python
55,22-24,Woman,Taiwan,,,,,,,,,,,,,,,,,
171,18-21,Man,Turkey,I prefer not to answer,Student,< 1 years,Python,,,,,,,,,,,,,Python
7982,45-49,Prefer not to say,United States of America,I prefer not to answer,Student,20+ years,,,,,,,,,,,,,Other,R
386,18-21,Woman,India,,,,,,,,,,,,,,,,,
379,18-21,Man,Turkey,Bachelor’s degree,Student,3-5 years,Python,,,,C++,Java,,,,,,,,C++
1674,25-29,Man,India,Bachelor’s degree,Other,< 1 years,Python,,SQL,,,,,,,,,,,Python
320,25-29,Man,India,Master’s degree,Currently not employed,1-2 years,Python,,,,,,,,,,MATLAB,,,Python
2696,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Research Scientist,1-2 years,Python,R,,,,,,,,,,,,Python
452,18-21,Man,India,Bachelor’s degree,Data Analyst,< 1 years,Python,R,,C,C++,,,,,,,,,Python
721,22-24,Man,India,Master’s degree,Research Scientist,3-5 years,Python,,,,,,,,,,,,,Python
505,45-49,Man,United States of America,Master’s degree,Data Scientist,20+ years,Python,,SQL,,,,,,,,,,Other,Python
31,30-34,Man,Brazil,,,,,,,,,,,,,,,,,
401,25-29,Man,India,Bachelor’s degree,Other,I have never written code,,,,,,,,,,,,,,
1172,35-39,Man,Brazil,Doctoral degree,Research Scientist,10-20 years,,R,,,,,,,,,,,,Python
734,22-24,Man,Pakistan,Bachelor’s degree,Software Engineer,1-2 years,,,,,,,Javascript,,,,,,,Python
4105,22-24,Man,India,Bachelor’s degree,Data Scientist,5-10 years,Python,,,,,,,,,Bash,,,,C++
1511,18-21,Man,Turkey,Bachelor’s degree,Student,1-2 years,Python,,,,,,,,,,,,,Python
362,25-29,Man,Viet Nam,I prefer not to answer,Student,1-2 years,Python,,SQL,,C++,,,,,,,,,Python
9277,22-24,Man,Japan,Master’s degree,Student,3-5 years,Python,,,,C++,,,Julia,,,,,,Python
730,25-29,Man,India,Bachelor’s degree,Currently not employed,< 1 years,Python,,SQL,,,,,,,,,,,Python
695,30-34,Man,India,Master’s degree,Currently not employed,10-20 years,Python,R,,,,,,,,,MATLAB,,Other,Python
345,25-29,Man,Japan,I prefer not to answer,Data Scientist,1-2 years,Python,R,,,,,,,,,,,,Python
654,25-29,Woman,United States of America,Doctoral degree,Student,5-10 years,Python,,,,,,,,,,MATLAB,,,Python
787,45-49,Man,China,Master’s degree,Research Scientist,1-2 years,Python,,,,,,,,,,,,,Python
172161,22-24,Man,Taiwan,Master’s degree,Student,3-5 years,Python,,,C,,,,,,,MATLAB,,,Python
2539,35-39,Woman,United States of America,Master’s degree,Data Engineer,1-2 years,,,,,,,,,Swift,,,,,Swift
753,40-44,Man,Peru,Bachelor’s degree,Product/Project Manager,5-10 years,Python,,,,,,,,,,MATLAB,,,Python
16926,40-44,Man,Switzerland,Bachelor’s degree,Other,20+ years,Python,R,SQL,,,,,,,,,,,Python
995,40-44,Man,France,Professional degree,DBA/Database Engineer,5-10 years,Python,R,SQL,,,,,,,Bash,MATLAB,,,Python
1398,35-39,Man,India,Master’s degree,Business Analyst,1-2 years,Python,R,SQL,,,,,,,,,,,Python
261,22-24,Man,India,Bachelor’s degree,Software Engineer,3-5 years,Python,,SQL,,,,,,,,,,Other,Python
117,25-29,Man,Other,No formal education past high school,Software Engineer,3-5 years,,,,,,,,,,,,,,
513,18-21,Man,India,Bachelor’s degree,,,,,,,,,,,,,,,,
547,40-44,Man,United States of America,Bachelor’s degree,Software Engineer,10-20 years,Python,,,,C++,,,,,,,,Other,Python
141,25-29,Man,Canada,Bachelor’s degree,Student,1-2 years,Python,,,,,Java,,,,,,,,Java
1145,35-39,Man,United States of America,Master’s degree,Data Scientist,5-10 years,Python,R,SQL,,,,,,,,,,,Python
7843,25-29,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,< 1 years,Python,,,,,,,,,,,,,R
1115,22-24,Man,India,Bachelor’s degree,Software Engineer,3-5 years,Python,,,,,,Javascript,,,,,,Other,Python
2354,40-44,Man,South Korea,Master’s degree,Other,1-2 years,Python,,,,,,,,,,,,,Python
505,18-21,Man,Indonesia,Bachelor’s degree,Data Analyst,< 1 years,Python,,,,C++,,,,,,,,,C++
868,45-49,Man,Philippines,Doctoral degree,Data Scientist,20+ years,Python,R,SQL,,,,,,,,,,,R
521,25-29,Man,Greece,Master’s degree,Data Scientist,1-2 years,Python,R,,,,,,,,,,,,Python
358,18-21,Man,India,Bachelor’s degree,Data Scientist,1-2 years,Python,,,,,,,,,,,,,Python
2189,25-29,Man,India,Bachelor’s degree,Data Scientist,3-5 years,Python,,SQL,,,,,,,,,,,Python
282,18-21,Man,India,Bachelor’s degree,Student,3-5 years,Python,,SQL,,,,Javascript,,,,,,,Python
292,30-34,Man,Chile,Master’s degree,Business Analyst,3-5 years,Python,,,,,,,,,,,,,Python
215,22-24,Man,Other,,,,,,,,,,,,,,,,,
1137,40-44,Man,Australia,Doctoral degree,Data Scientist,20+ years,Python,R,SQL,,,Java,Javascript,,,Bash,,,,Python
436,25-29,Man,United States of America,Master’s degree,Data Scientist,3-5 years,Python,,,,,,,,,,,,,Python
462,25-29,Woman,Other,Bachelor’s degree,Data Analyst,< 1 years,Python,R,SQL,,,,,,,,,,,SQL
691,40-44,Man,Saudi Arabia,Doctoral degree,Research Scientist,10-20 years,Python,,,,,,,,,,,,,Python
874,30-34,Man,United States of America,Master’s degree,Student,< 1 years,Python,,SQL,,,,,,,,,,,SQL
1091,22-24,Man,India,Professional degree,Currently not employed,3-5 years,Python,,,,C++,,,,,,,,,Python
3580,22-24,Man,Pakistan,Bachelor’s degree,Currently not employed,1-2 years,Python,,SQL,,,,,,,,,,,Python
367,22-24,Prefer not to say,India,Bachelor’s degree,Currently not employed,I have never written code,,,,,,,,,,,,,,
1339,25-29,Woman,India,Master’s degree,Software Engineer,1-2 years,Python,,,,C++,,,,,,,,,Python
714,25-29,Man,United States of America,Bachelor’s degree,Data Scientist,5-10 years,Python,,SQL,,,,,,,,,,,Python
434,40-44,Man,Ukraine,Master’s degree,Software Engineer,20+ years,Python,R,,,C++,,,,,,,,,Python
1405,18-21,Man,India,Master’s degree,Data Analyst,3-5 years,Python,,SQL,C,C++,Java,Javascript,,,,,,Other,Java
741,50-54,Man,Other,Doctoral degree,Research Scientist,20+ years,Python,,,C,C++,Java,,,,Bash,MATLAB,,,Python
159,25-29,Woman,India,Bachelor’s degree,,,,,,,,,,,,,,,,
790,30-34,Man,"Iran, Islamic Republic of...",Master’s degree,Machine Learning Engineer,5-10 years,Python,,,,C++,,,,,,MATLAB,,,Python
480,25-29,Man,Ukraine,Master’s degree,Software Engineer,5-10 years,Python,,SQL,,,,Javascript,,,Bash,,,,SQL
1061,55-59,Man,Mexico,Master’s degree,Software Engineer,10-20 years,,,SQL,C,C++,Java,Javascript,,,Bash,,,,Python
208976,18-21,Man,India,Bachelor’s degree,Student,1-2 years,Python,,,,,,Javascript,,,,,,,C
1950,45-49,Man,United States of America,Master’s degree,Currently not employed,3-5 years,,R,,,,,,,,,,,,R
571,35-39,Woman,Spain,Professional degree,Research Scientist,3-5 years,Python,R,,,,,,,,,,,,C
1008,50-54,Man,South Korea,Professional degree,Research Scientist,10-20 years,Python,,,,,,,,,,MATLAB,,,Python
7749,22-24,Man,Romania,Bachelor’s degree,Student,1-2 years,Python,,,,,,,,,,,,,Python
1051,22-24,Man,Morocco,Master’s degree,Data Engineer,3-5 years,Python,,SQL,C,C++,Java,,,,,,,,Python
622,18-21,Man,China,Bachelor’s degree,Student,1-2 years,Python,,,,,,,,,,,,,Python
61,35-39,Man,United States of America,Some college/university study without earning a bachelor’s degree,,,,,,,,,,,,,,,,
1347,25-29,Man,Spain,Master’s degree,Data Scientist,5-10 years,Python,,SQL,,,,,,,,MATLAB,,,Python
567,22-24,Man,Colombia,Master’s degree,Software Engineer,3-5 years,Python,,,,,,Javascript,,,,,,Other,Javascript
510,45-49,Man,United States of America,Master’s degree,Machine Learning Engineer,5-10 years,Python,,SQL,,,,Javascript,,,Bash,,,,Python
616,35-39,Man,Colombia,Doctoral degree,Research Scientist,< 1 years,Python,,,,,,,,,Bash,,,,Javascript
1048,22-24,Man,Brazil,Bachelor’s degree,Other,3-5 years,Python,,,,,,,,,,,,,Python
541,35-39,Man,Other,Master’s degree,Software Engineer,5-10 years,Python,,SQL,,,,,,,,,,,Python
1645,40-44,Man,France,Doctoral degree,Other,20+ years,Python,R,,,C++,Java,,Julia,,,,,,R
640,30-34,Man,India,Professional degree,Business Analyst,< 1 years,Python,,,,,,,,,,,,,Python
819,25-29,Man,Italy,Master’s degree,Data Engineer,3-5 years,Python,,,,,,Javascript,,,,,,,Python
1403,60-69,Man,Brazil,Bachelor’s degree,Other,20+ years,Python,,SQL,,,,Javascript,,,Bash,,,Other,Python
234,22-24,Man,France,Master’s degree,Currently not employed,3-5 years,Python,,,,,,,,,,,,,Python
8137,18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,1-2 years,Python,,,,C++,,,,,,,,,Python
5089,30-34,Man,Brazil,Bachelor’s degree,Data Analyst,10-20 years,Python,,SQL,,,,,,,,,,Other,Python
543,22-24,Man,India,Master’s degree,Data Scientist,< 1 years,Python,,SQL,,,,,,,,,,,Python
534,30-34,Man,Italy,Master’s degree,Data Scientist,5-10 years,Python,,,,,,,,,,,,,Python
